"subj" "expt" "item" "cond" "pos" "word" "region" "rt" "dist.SR" "dist.OR" "RCType" "dist" "int" "lrt"
"71993" 60 "RC1" 16 "c" "5" "खोला_था," "RCVerb" 329 0 1 1 1 1 5.79605775076537
"72076" 60 "RC1" 18 "a" "4" "खरीदी_थी," "RCVerb" 406 1 0 -1 1 -1 6.00635315960173
"72256" 7 "RC1" 2 "d" "3" "खाया_था" "RCVerb" 719 0 -1 1 -1 -1 6.57786135772105
"72352" 7 "RC1" 13 "c" "4" "सुलझाया_था," "RCVerb" 641 0 1 1 1 1 6.46302945692067
"72407" 7 "RC1" 19 "a" "4" "फेकीं_थीं," "RCVerb" 578 1 0 -1 1 -1 6.35957386867238
"72531" 7 "RC1" 4 "b" "3" "खायी_थी" "RCVerb" 422 -1 0 -1 -1 1 6.04500531403601
"72559" 7 "RC1" 18 "d" "3" "खरीदा_था" "RCVerb" 406 0 -1 1 -1 -1 6.00635315960173
"72595" 7 "RC1" 12 "b" "5" "दिखायी_थी" "RCVerb" 1734 -1 0 -1 -1 1 7.45818615734049
"72629" 7 "RC1" 21 "c" "5" "उठाया_था," "RCVerb" 437 0 1 1 1 1 6.07993319509559
"72666" 7 "RC1" 11 "a" "4" "बनायी_थी," "RCVerb" 657 1 0 -1 1 -1 6.48768401848461
"72741" 7 "RC1" 3 "a" "4" "चुनी_थीं," "RCVerb" 437 1 0 -1 1 -1 6.07993319509559
"72769" 7 "RC1" 20 "b" "3" "बनायी_थी" "RCVerb" 422 -1 0 -1 -1 1 6.04500531403601
"72857" 7 "RC1" 14 "d" "3" "खरीदा_था" "RCVerb" 547 0 -1 1 -1 -1 6.30444880242198
"73025" 7 "RC1" 10 "d" "3" "मांगा_था" "RCVerb" 500 0 -1 1 -1 -1 6.21460809842219
"73101" 7 "RC1" 23 "a" "4" "उठा_ली_थी," "RCVerb" 610 1 0 -1 1 -1 6.41345895716736
"73127" 7 "RC1" 5 "c" "4" "खरीदा_था," "RCVerb" 406 0 1 1 1 1 6.00635315960173
"73203" 7 "RC1" 17 "c" "4" "पहना_हुआ_था," "RCVerb" 406 0 1 1 1 1 6.00635315960173
"73223" 7 "RC1" 6 "d" "3" "गाया_था" "RCVerb" 765 0 -1 1 -1 -1 6.63987583382654
"73242" 7 "RC1" 9 "c" "5" "काटा_था," "RCVerb" 516 0 1 1 1 1 6.24610676548156
"73271" 7 "RC1" 8 "b" "3" "रखी_थी" "RCVerb" 812 -1 0 -1 -1 1 6.69950034016168
"73289" 7 "RC1" 24 "b" "4" "बेचीं_थीं" "RCVerb" 765 -1 0 -1 -1 1 6.63987583382654
"73321" 7 "RC1" 7 "a" "4" "साफ_की_थी," "RCVerb" 609 1 0 -1 1 -1 6.4118182677099
"73338" 7 "RC1" 22 "d" "3" "पकड़ा_था" "RCVerb" 532 0 -1 1 -1 -1 6.27664348934164
"73361" 7 "RC1" 1 "c" "4" "पढ़ा_था," "RCVerb" 437 0 1 1 1 1 6.07993319509559
"73390" 7 "RC1" 15 "a" "4" "खरीदी_थी," "RCVerb" 406 1 0 -1 1 -1 6.00635315960173
"73407" 7 "RC1" 16 "b" "4" "खोली_थी" "RCVerb" 1453 -1 0 -1 -1 1 7.28138566357028
"73620" 8 "RC1" 14 "a" "4" "खरीदी_थी," "RCVerb" 1094 1 0 -1 1 -1 6.99759598298193
"73687" 8 "RC1" 1 "d" "3" "पढ़ा_था" "RCVerb" 750 0 -1 1 -1 -1 6.62007320653036
"73729" 8 "RC1" 20 "c" "4" "बनाया_था," "RCVerb" 891 0 1 1 1 1 6.79234442747081
"73745" 8 "RC1" 23 "b" "3" "उठा_ली_थी" "RCVerb" 1875 -1 0 -1 -1 1 7.53636393840451
"73765" 8 "RC1" 8 "c" "4" "रखा_था," "RCVerb" 1078 0 1 1 1 1 6.98286275146894
"73909" 8 "RC1" 7 "b" "3" "साफ_की_थी" "RCVerb" 532 -1 0 -1 -1 1 6.27664348934164
"73951" 8 "RC1" 22 "a" "4" "पकड़ी_थी," "RCVerb" 562 1 0 -1 1 -1 6.33150184989369
"74000" 8 "RC1" 16 "c" "5" "खोला_था," "RCVerb" 1094 0 1 1 1 1 6.99759598298193
"74029" 8 "RC1" 18 "a" "4" "खरीदी_थी," "RCVerb" 500 1 0 -1 1 -1 6.21460809842219
"74065" 8 "RC1" 2 "a" "4" "खायी_थी," "RCVerb" 516 1 0 -1 1 -1 6.24610676548156
"74124" 8 "RC1" 15 "b" "3" "खरीदी_थी" "RCVerb" 1515 -1 0 -1 -1 1 7.32317071794347
"74141" 8 "RC1" 13 "d" "3" "सुलझाया_था" "RCVerb" 500 0 -1 1 -1 -1 6.21460809842219
"74235" 8 "RC1" 24 "c" "5" "बेचा_था," "RCVerb" 625 0 1 1 1 1 6.4377516497364
"74252" 8 "RC1" 11 "b" "3" "बनायी_थी" "RCVerb" 875 -1 0 -1 -1 1 6.77422388635761
"74299" 8 "RC1" 21 "d" "4" "उठाया_था" "RCVerb" 406 0 -1 1 -1 -1 6.00635315960173
"74314" 8 "RC1" 5 "d" "3" "खरीदा_था" "RCVerb" 579 0 -1 1 -1 -1 6.361302477573
"74393" 8 "RC1" 17 "d" "3" "पहना_हुआ_था" "RCVerb" 625 0 -1 1 -1 -1 6.4377516497364
"74423" 8 "RC1" 12 "c" "6" "दिखाया_था," "RCVerb" 625 0 1 1 1 1 6.4377516497364
"74439" 8 "RC1" 19 "b" "3" "फेकीं_थीं" "RCVerb" 1359 -1 0 -1 -1 1 7.21450441415114
"74484" 8 "RC1" 10 "a" "4" "मांगी_थी," "RCVerb" 765 1 0 -1 1 -1 6.63987583382654
"74505" 8 "RC1" 4 "c" "4" "खाया_था," "RCVerb" 438 0 1 1 1 1 6.08221891037645
"74600" 8 "RC1" 3 "b" "3" "चुनी_थीं" "RCVerb" 1079 -1 0 -1 -1 1 6.98378996525813
"74624" 8 "RC1" 6 "a" "4" "गायी_थी," "RCVerb" 390 1 0 -1 1 -1 5.96614673912369
"74645" 8 "RC1" 9 "d" "4" "काटा_था" "RCVerb" 1391 0 -1 1 -1 -1 7.23777819192344
"74779" 9 "RC1" 6 "b" "3" "गायी_थी" "RCVerb" 5781 -1 0 -1 -1 1 8.66233195708248
"74845" 9 "RC1" 24 "d" "4" "बेचा_था" "RCVerb" 3922 0 -1 1 -1 -1 8.27435700675629
"74876" 9 "RC1" 12 "d" "5" "दिखाया_था" "RCVerb" 5422 0 -1 1 -1 -1 8.59822003005861
"74902" 9 "RC1" 5 "a" "4" "खरीदी_थी," "RCVerb" 1015 1 0 -1 1 -1 6.92264389147589
"74922" 9 "RC1" 17 "a" "4" "पहनी_हुई_थी," "RCVerb" 1047 1 0 -1 1 -1 6.95368421087054
"74967" 9 "RC1" 14 "b" "3" "खरीदी_थी" "RCVerb" 2078 -1 0 -1 -1 1 7.63916117165917
"75153" 9 "RC1" 19 "c" "4" "फेका_था," "RCVerb" 437 0 1 1 1 1 6.07993319509559
"75170" 9 "RC1" 8 "d" "3" "रखा_था" "RCVerb" 1656 0 -1 1 -1 -1 7.4121603349452
"75186" 9 "RC1" 7 "c" "4" "साफ_किया_था," "RCVerb" 2515 0 1 1 1 1 7.83002808253384
"75224" 9 "RC1" 10 "b" "3" "मांगी_थी" "RCVerb" 672 -1 0 -1 -1 1 6.51025834052315
"75296" 9 "RC1" 2 "b" "3" "खायी_थी" "RCVerb" 579 -1 0 -1 -1 1 6.361302477573
"75415" 9 "RC1" 1 "a" "4" "पढ़ी_थी," "RCVerb" 672 1 0 -1 1 -1 6.51025834052315
"75451" 9 "RC1" 20 "d" "3" "बनाया_था" "RCVerb" 594 0 -1 1 -1 -1 6.38687931936265
"75504" 9 "RC1" 16 "d" "4" "खोला_था" "RCVerb" 1047 0 -1 1 -1 -1 6.95368421087054
"75646" 9 "RC1" 3 "c" "4" "चुना_था," "RCVerb" 2547 0 1 1 1 1 7.84267147497946
"75717" 9 "RC1" 15 "c" "4" "खरीदा_था," "RCVerb" 484 0 1 1 1 1 6.18208490671663
"75745" 9 "RC1" 4 "d" "3" "खाया_था" "RCVerb" 453 0 -1 1 -1 -1 6.11589212548303
"75762" 9 "RC1" 18 "b" "3" "खरीदी_थी" "RCVerb" 375 -1 0 -1 -1 1 5.92692602597041
"75780" 9 "RC1" 22 "b" "3" "पकड़ी_थी" "RCVerb" 453 -1 0 -1 -1 1 6.11589212548303
"75811" 9 "RC1" 21 "a" "5" "उठायीं_थीं," "RCVerb" 1094 1 0 -1 1 -1 6.99759598298193
"75875" 9 "RC1" 23 "c" "4" "उठा_लिया_था," "RCVerb" 485 0 1 1 1 1 6.18414889093748
"75892" 9 "RC1" 11 "c" "4" "बनाया_था," "RCVerb" 485 0 1 1 1 1 6.18414889093748
"75920" 9 "RC1" 13 "a" "4" "सुलझाई_थी," "RCVerb" 469 1 0 -1 1 -1 6.15060276844628
"75962" 9 "RC1" 9 "a" "5" "काटी_थी," "RCVerb" 516 1 0 -1 1 -1 6.24610676548156
