"subj" "expt" "item" "cond" "pos" "word" "region" "rt" "dist.SR" "dist.OR" "RCType" "dist" "int" "lrt"
"35837" 35 "RC1" 24 "b" "4" "बेचीं_थीं" "RCVerb" 1266 -1 0 -1 -1 1 7.14361760270412
"35925" 35 "RC1" 3 "a" "4" "चुनी_थीं," "RCVerb" 453 1 0 -1 1 -1 6.11589212548303
"35958" 35 "RC1" 5 "c" "4" "खरीदा_था," "RCVerb" 438 0 1 1 1 1 6.08221891037645
"35992" 35 "RC1" 21 "c" "5" "उठाया_था," "RCVerb" 515 0 1 1 1 1 6.24416690066374
"36028" 35 "RC1" 23 "a" "4" "उठा_ली_थी," "RCVerb" 469 1 0 -1 1 -1 6.15060276844628
"36093" 35 "RC1" 12 "b" "5" "दिखायी_थी" "RCVerb" 640 -1 0 -1 -1 1 6.46146817635372
"36135" 35 "RC1" 7 "a" "4" "साफ_की_थी," "RCVerb" 422 1 0 -1 1 -1 6.04500531403601
"36153" 35 "RC1" 11 "a" "4" "बनायी_थी," "RCVerb" 1141 1 0 -1 1 -1 7.03966034986208
"36171" 35 "RC1" 8 "b" "3" "रखी_थी" "RCVerb" 360 -1 0 -1 -1 1 5.88610403145016
"36209" 35 "RC1" 2 "d" "3" "खाया_था" "RCVerb" 422 0 -1 1 -1 -1 6.04500531403601
"36230" 35 "RC1" 9 "c" "5" "काटा_था," "RCVerb" 485 0 1 1 1 1 6.18414889093748
"36258" 35 "RC1" 16 "b" "4" "खोली_थी" "RCVerb" 485 -1 0 -1 -1 1 6.18414889093748
"36326" 35 "RC1" 13 "c" "4" "सुलझाया_था," "RCVerb" 563 0 1 1 1 1 6.33327962813969
"36343" 35 "RC1" 1 "c" "4" "पढ़ा_था," "RCVerb" 391 0 1 1 1 1 5.96870755998537
"36364" 35 "RC1" 17 "c" "4" "पहना_हुआ_था," "RCVerb" 438 0 1 1 1 1 6.08221891037645
"36402" 35 "RC1" 18 "d" "3" "खरीदा_था" "RCVerb" 312 0 -1 1 -1 -1 5.74300318780948
"36489" 35 "RC1" 20 "b" "3" "बनायी_थी" "RCVerb" 391 -1 0 -1 -1 1 5.96870755998537
"36542" 35 "RC1" 14 "d" "3" "खरीदा_था" "RCVerb" 594 0 -1 1 -1 -1 6.38687931936265
"36643" 35 "RC1" 22 "d" "3" "पकड़ा_था" "RCVerb" 391 0 -1 1 -1 -1 5.96870755998537
"36815" 36 "RC1" 21 "d" "4" "उठाया_था" "RCVerb" 2500 0 -1 1 -1 -1 7.82404601085629
"36842" 36 "RC1" 10 "a" "4" "मांगी_थी," "RCVerb" 4141 1 0 -1 1 -1 8.32869258354557
"36873" 36 "RC1" 14 "a" "4" "खरीदी_थी," "RCVerb" 579 1 0 -1 1 -1 6.361302477573
"36937" 36 "RC1" 20 "c" "4" "बनाया_था," "RCVerb" 766 0 1 1 1 1 6.64118216974059
"36963" 36 "RC1" 22 "a" "4" "पकड़ी_थी," "RCVerb" 1032 1 0 -1 1 -1 6.93925394604151
"37106" 36 "RC1" 24 "c" "5" "बेचा_था," "RCVerb" 1125 0 1 1 1 1 7.02553831463852
"37124" 36 "RC1" 6 "a" "4" "गायी_थी," "RCVerb" 1328 1 0 -1 1 -1 7.19142933003638
"37159" 36 "RC1" 9 "d" "4" "काटा_था" "RCVerb" 375 0 -1 1 -1 -1 5.92692602597041
"37186" 36 "RC1" 19 "b" "3" "फेकीं_थीं" "RCVerb" 578 -1 0 -1 -1 1 6.35957386867238
"37233" 36 "RC1" 13 "d" "3" "सुलझाया_था" "RCVerb" 422 0 -1 1 -1 -1 6.04500531403601
"37265" 36 "RC1" 3 "b" "3" "चुनी_थीं" "RCVerb" 344 -1 0 -1 -1 1 5.8406416573734
"37359" 36 "RC1" 4 "c" "4" "खाया_था," "RCVerb" 578 0 1 1 1 1 6.35957386867238
"37415" 36 "RC1" 12 "c" "6" "दिखाया_था," "RCVerb" 500 0 1 1 1 1 6.21460809842219
"37436" 36 "RC1" 7 "b" "3" "साफ_की_थी" "RCVerb" 422 -1 0 -1 -1 1 6.04500531403601
"37531" 36 "RC1" 18 "a" "4" "खरीदी_थी," "RCVerb" 516 1 0 -1 1 -1 6.24610676548156
"37601" 36 "RC1" 11 "b" "3" "बनायी_थी" "RCVerb" 1391 -1 0 -1 -1 1 7.23777819192344
"37618" 36 "RC1" 17 "d" "3" "पहना_हुआ_था" "RCVerb" 937 0 -1 1 -1 -1 6.84268328223842
"37685" 36 "RC1" 5 "d" "3" "खरीदा_था" "RCVerb" 453 0 -1 1 -1 -1 6.11589212548303
"37720" 36 "RC1" 1 "d" "3" "पढ़ा_था" "RCVerb" 422 0 -1 1 -1 -1 6.04500531403601
"37743" 36 "RC1" 16 "c" "5" "खोला_था," "RCVerb" 829 0 1 1 1 1 6.7202201551353
"37779" 36 "RC1" 8 "c" "4" "रखा_था," "RCVerb" 516 0 1 1 1 1 6.24610676548156
"37832" 36 "RC1" 2 "a" "4" "खायी_थी," "RCVerb" 875 1 0 -1 1 -1 6.77422388635761
"37849" 36 "RC1" 15 "b" "3" "खरीदी_थी" "RCVerb" 375 -1 0 -1 -1 1 5.92692602597041
"37891" 36 "RC1" 23 "b" "3" "उठा_ली_थी" "RCVerb" 828 -1 0 -1 -1 1 6.71901315438526
"38022" 37 "RC1" 11 "c" "4" "बनाया_था," "RCVerb" 500 0 1 1 1 1 6.21460809842219
"38064" 37 "RC1" 13 "a" "4" "सुलझाई_थी," "RCVerb" 422 1 0 -1 1 -1 6.04500531403601
"38081" 37 "RC1" 22 "b" "3" "पकड़ी_थी" "RCVerb" 469 -1 0 -1 -1 1 6.15060276844628
"38139" 37 "RC1" 2 "b" "3" "खायी_थी" "RCVerb" 1250 -1 0 -1 -1 1 7.13089883029635
"38212" 37 "RC1" 10 "b" "3" "मांगी_थी" "RCVerb" 1516 -1 0 -1 -1 1 7.32383056620232
"38376" 37 "RC1" 5 "a" "4" "खरीदी_थी," "RCVerb" 515 1 0 -1 1 -1 6.24416690066374
"38411" 37 "RC1" 9 "a" "5" "काटी_थी," "RCVerb" 625 1 0 -1 1 -1 6.4377516497364
"38430" 37 "RC1" 1 "a" "4" "पढ़ी_थी," "RCVerb" 594 1 0 -1 1 -1 6.38687931936265
"38536" 37 "RC1" 8 "d" "3" "रखा_था" "RCVerb" 500 0 -1 1 -1 -1 6.21460809842219
"38621" 37 "RC1" 7 "c" "4" "साफ_किया_था," "RCVerb" 672 0 1 1 1 1 6.51025834052315
"38684" 37 "RC1" 16 "d" "4" "खोला_था" "RCVerb" 593 0 -1 1 -1 -1 6.38519439899773
"38749" 37 "RC1" 20 "d" "3" "बनाया_था" "RCVerb" 984 0 -1 1 -1 -1 6.89162589705225
"38766" 37 "RC1" 14 "b" "3" "खरीदी_थी" "RCVerb" 1157 -1 0 -1 -1 1 7.05358572719368
"38787" 37 "RC1" 21 "a" "5" "उठायीं_थीं," "RCVerb" 1156 1 0 -1 1 -1 7.05272104923232
"38804" 37 "RC1" 3 "c" "4" "चुना_था," "RCVerb" 422 0 1 1 1 1 6.04500531403601
"38821" 37 "RC1" 24 "d" "4" "बेचा_था" "RCVerb" 625 0 -1 1 -1 -1 6.4377516497364
"38838" 37 "RC1" 18 "b" "3" "खरीदी_थी" "RCVerb" 453 -1 0 -1 -1 1 6.11589212548303
"38895" 37 "RC1" 17 "a" "4" "पहनी_हुई_थी," "RCVerb" 516 1 0 -1 1 -1 6.24610676548156
"38998" 37 "RC1" 15 "c" "4" "खरीदा_था," "RCVerb" 703 0 1 1 1 1 6.55535689181067
"39044" 37 "RC1" 6 "b" "3" "गायी_थी" "RCVerb" 469 -1 0 -1 -1 1 6.15060276844628
"39077" 37 "RC1" 23 "c" "4" "उठा_लिया_था," "RCVerb" 422 0 1 1 1 1 6.04500531403601
"39118" 37 "RC1" 19 "c" "4" "फेका_था," "RCVerb" 437 0 1 1 1 1 6.07993319509559
"39154" 37 "RC1" 4 "d" "3" "खाया_था" "RCVerb" 438 0 -1 1 -1 -1 6.08221891037645
"39195" 37 "RC1" 12 "d" "5" "दिखाया_था" "RCVerb" 375 0 -1 1 -1 -1 5.92692602597041
"39296" 38 "RC1" 4 "a" "4" "खायी_थी," "RCVerb" 2921 1 0 -1 1 -1 7.97968130238774
"39326" 38 "RC1" 5 "b" "3" "खरीदी_थी" "RCVerb" 797 -1 0 -1 -1 1 6.68085467879022
"39450" 38 "RC1" 8 "a" "4" "रखी_थी," "RCVerb" 2250 1 0 -1 1 -1 7.71868549519847
"39491" 38 "RC1" 18 "c" "4" "खरीदा_था," "RCVerb" 516 0 1 1 1 1 6.24610676548156
"39526" 38 "RC1" 15 "d" "3" "खरीदा_था" "RCVerb" 484 0 -1 1 -1 -1 6.18208490671663
"39583" 38 "RC1" 12 "a" "6" "दिखायी_थी," "RCVerb" 688 1 0 -1 1 -1 6.53378883793334
"39621" 38 "RC1" 24 "a" "5" "बेचीं_थीं," "RCVerb" 407 1 0 -1 1 -1 6.00881318544259
"39671" 38 "RC1" 23 "d" "3" "उठा_लिया_था" "RCVerb" 828 0 -1 1 -1 -1 6.71901315438526
"39700" 38 "RC1" 1 "b" "3" "पढ़ी_थी" "RCVerb" 1516 -1 0 -1 -1 1 7.32383056620232
"39737" 38 "RC1" 3 "d" "3" "चुना_था" "RCVerb" 375 0 -1 1 -1 -1 5.92692602597041
"39786" 38 "RC1" 7 "d" "3" "साफ_किया_था" "RCVerb" 1313 0 -1 1 -1 -1 7.1800698743028
"39806" 38 "RC1" 17 "b" "3" "पहनी_हुई_थी" "RCVerb" 562 -1 0 -1 -1 1 6.33150184989369
"39836" 38 "RC1" 21 "b" "4" "उठायीं_थीं" "RCVerb" 1250 -1 0 -1 -1 1 7.13089883029635
"39946" 38 "RC1" 20 "a" "4" "बनायी_थी," "RCVerb" 687 1 0 -1 1 -1 6.53233429222235
"39983" 38 "RC1" 2 "c" "4" "खाया_था," "RCVerb" 1484 0 1 1 1 1 7.30249642372733
"40056" 38 "RC1" 16 "a" "5" "खोली_थी," "RCVerb" 937 1 0 -1 1 -1 6.84268328223842
"40108" 38 "RC1" 13 "b" "3" "सुलझाई_थी" "RCVerb" 360 -1 0 -1 -1 1 5.88610403145016
"40140" 38 "RC1" 19 "d" "3" "फेका_था" "RCVerb" 484 0 -1 1 -1 -1 6.18208490671663
"40178" 38 "RC1" 9 "b" "4" "काटी_थी" "RCVerb" 938 -1 0 -1 -1 1 6.84374994900622
"40240" 38 "RC1" 6 "c" "4" "गाया_था," "RCVerb" 516 0 1 1 1 1 6.24610676548156
"40258" 38 "RC1" 10 "c" "4" "मांगा_था," "RCVerb" 2078 0 1 1 1 1 7.63916117165917
"40418" 38 "RC1" 11 "d" "3" "बनाया_था" "RCVerb" 531 0 -1 1 -1 -1 6.27476202124194
"40437" 38 "RC1" 14 "c" "4" "खरीदा_था," "RCVerb" 2203 0 1 1 1 1 7.69757534680234
"40478" 38 "RC1" 22 "c" "4" "पकड़ा_था," "RCVerb" 500 0 1 1 1 1 6.21460809842219
"40574" 39 "RC1" 16 "b" "4" "खोली_थी" "RCVerb" 563 -1 0 -1 -1 1 6.33327962813969
"40608" 39 "RC1" 2 "d" "3" "खाया_था" "RCVerb" 766 0 -1 1 -1 -1 6.64118216974059
"40659" 39 "RC1" 21 "c" "5" "उठाया_था," "RCVerb" 625 0 1 1 1 1 6.4377516497364
"40710" 39 "RC1" 4 "b" "3" "खायी_थी" "RCVerb" 500 -1 0 -1 -1 1 6.21460809842219
"40764" 39 "RC1" 5 "c" "4" "खरीदा_था," "RCVerb" 578 0 1 1 1 1 6.35957386867238
"40818" 39 "RC1" 9 "c" "5" "काटा_था," "RCVerb" 532 0 1 1 1 1 6.27664348934164
"40866" 39 "RC1" 12 "b" "5" "दिखायी_थी" "RCVerb" 610 -1 0 -1 -1 1 6.41345895716736
"40886" 39 "RC1" 7 "a" "4" "साफ_की_थी," "RCVerb" 1015 1 0 -1 1 -1 6.92264389147589
"40935" 39 "RC1" 24 "b" "4" "बेचीं_थीं" "RCVerb" 515 -1 0 -1 -1 1 6.24416690066374
"40956" 39 "RC1" 8 "b" "3" "रखी_थी" "RCVerb" 578 -1 0 -1 -1 1 6.35957386867238
"41002" 39 "RC1" 11 "a" "4" "बनायी_थी," "RCVerb" 906 1 0 -1 1 -1 6.80903930604298
"41037" 39 "RC1" 10 "d" "3" "मांगा_था" "RCVerb" 829 0 -1 1 -1 -1 6.7202201551353
"41139" 39 "RC1" 20 "b" "3" "बनायी_थी" "RCVerb" 515 -1 0 -1 -1 1 6.24416690066374
"41166" 39 "RC1" 18 "d" "3" "खरीदा_था" "RCVerb" 422 0 -1 1 -1 -1 6.04500531403601
"41216" 39 "RC1" 6 "d" "3" "गाया_था" "RCVerb" 1234 0 -1 1 -1 -1 7.11801620446533
"41268" 39 "RC1" 17 "c" "4" "पहना_हुआ_था," "RCVerb" 469 0 1 1 1 1 6.15060276844628
"41395" 39 "RC1" 23 "a" "4" "उठा_ली_थी," "RCVerb" 532 1 0 -1 1 -1 6.27664348934164
"41434" 39 "RC1" 15 "a" "4" "खरीदी_थी," "RCVerb" 422 1 0 -1 1 -1 6.04500531403601
"41476" 39 "RC1" 13 "c" "4" "सुलझाया_था," "RCVerb" 500 0 1 1 1 1 6.21460809842219
"41490" 39 "RC1" 3 "a" "4" "चुनी_थीं," "RCVerb" 469 1 0 -1 1 -1 6.15060276844628
"41624" 39 "RC1" 22 "d" "3" "पकड़ा_था" "RCVerb" 562 0 -1 1 -1 -1 6.33150184989369
"41642" 39 "RC1" 19 "a" "4" "फेकीं_थीं," "RCVerb" 515 1 0 -1 1 -1 6.24416690066374
"41670" 39 "RC1" 14 "d" "3" "खरीदा_था" "RCVerb" 563 0 -1 1 -1 -1 6.33327962813969
"41722" 39 "RC1" 1 "c" "4" "पढ़ा_था," "RCVerb" 453 0 1 1 1 1 6.11589212548303
"41892" 4 "RC1" 7 "b" "3" "साफ_की_थी" "RCVerb" 2703 -1 0 -1 -1 1 7.90211754627645
"41920" 4 "RC1" 5 "d" "3" "खरीदा_था" "RCVerb" 907 0 -1 1 -1 -1 6.81014245011514
"41965" 4 "RC1" 1 "d" "3" "पढ़ा_था" "RCVerb" 1078 0 -1 1 -1 -1 6.98286275146894
"41982" 4 "RC1" 4 "c" "4" "खाया_था," "RCVerb" 4813 0 1 1 1 1 8.47907586930311
"42009" 4 "RC1" 19 "b" "3" "फेकीं_थीं" "RCVerb" 1000 -1 0 -1 -1 1 6.90775527898214
"42099" 4 "RC1" 24 "c" "5" "बेचा_था," "RCVerb" 547 0 1 1 1 1 6.30444880242198
"42121" 4 "RC1" 17 "d" "3" "पहना_हुआ_था" "RCVerb" 1797 0 -1 1 -1 -1 7.49387388678356
"42205" 4 "RC1" 12 "c" "6" "दिखाया_था," "RCVerb" 781 0 1 1 1 1 6.66057514983969
"42231" 4 "RC1" 20 "c" "4" "बनाया_था," "RCVerb" 2485 0 1 1 1 1 7.81802793853073
"42247" 4 "RC1" 15 "b" "3" "खरीदी_थी" "RCVerb" 1156 -1 0 -1 -1 1 7.05272104923232
"42285" 4 "RC1" 10 "a" "4" "मांगी_थी," "RCVerb" 532 1 0 -1 1 -1 6.27664348934164
"42318" 4 "RC1" 9 "d" "4" "काटा_था" "RCVerb" 1141 0 -1 1 -1 -1 7.03966034986208
"42340" 4 "RC1" 23 "b" "3" "उठा_ली_थी" "RCVerb" 610 -1 0 -1 -1 1 6.41345895716736
"42359" 4 "RC1" 18 "a" "4" "खरीदी_थी," "RCVerb" 750 1 0 -1 1 -1 6.62007320653036
"42416" 4 "RC1" 16 "c" "5" "खोला_था," "RCVerb" 1360 0 1 1 1 1 7.2152399787301
"42434" 4 "RC1" 21 "d" "4" "उठाया_था" "RCVerb" 546 0 -1 1 -1 -1 6.30261897574491
"42457" 4 "RC1" 13 "d" "3" "सुलझाया_था" "RCVerb" 797 0 -1 1 -1 -1 6.68085467879022
"42486" 4 "RC1" 8 "c" "4" "रखा_था," "RCVerb" 641 0 1 1 1 1 6.46302945692067
"42503" 4 "RC1" 22 "a" "4" "पकड़ी_थी," "RCVerb" 828 1 0 -1 1 -1 6.71901315438526
"42556" 4 "RC1" 3 "b" "3" "चुनी_थीं" "RCVerb" 547 -1 0 -1 -1 1 6.30444880242198
"42582" 4 "RC1" 14 "a" "4" "खरीदी_थी," "RCVerb" 1157 1 0 -1 1 -1 7.05358572719368
"42753" 4 "RC1" 11 "b" "3" "बनायी_थी" "RCVerb" 469 -1 0 -1 -1 1 6.15060276844628
"42798" 4 "RC1" 6 "a" "4" "गायी_थी," "RCVerb" 485 1 0 -1 1 -1 6.18414889093748
"42843" 4 "RC1" 2 "a" "4" "खायी_थी," "RCVerb" 375 1 0 -1 1 -1 5.92692602597041
"43130" 40 "RC1" 2 "a" "4" "खायी_थी," "RCVerb" 1297 1 0 -1 1 -1 7.16780918431644
"43200" 40 "RC1" 3 "b" "3" "चुनी_थीं" "RCVerb" 1375 -1 0 -1 -1 1 7.22620901010067
"43222" 40 "RC1" 15 "b" "3" "खरीदी_थी" "RCVerb" 1344 -1 0 -1 -1 1 7.20340552108309
"43240" 40 "RC1" 23 "b" "3" "उठा_ली_थी" "RCVerb" 2063 -1 0 -1 -1 1 7.63191651307125
"43259" 40 "RC1" 6 "a" "4" "गायी_थी," "RCVerb" 1328 1 0 -1 1 -1 7.19142933003638
"43281" 40 "RC1" 8 "c" "4" "रखा_था," "RCVerb" 1531 0 1 1 1 1 7.33367639565768
"43306" 40 "RC1" 9 "d" "4" "काटा_था" "RCVerb" 1485 0 -1 1 -1 -1 7.3031700512368
"43333" 40 "RC1" 13 "d" "3" "सुलझाया_था" "RCVerb" 1782 0 -1 1 -1 -1 7.48549160803075
"43363" 40 "RC1" 1 "d" "3" "पढ़ा_था" "RCVerb" 1078 0 -1 1 -1 -1 6.98286275146894
"43412" 40 "RC1" 5 "d" "3" "खरीदा_था" "RCVerb" 1234 0 -1 1 -1 -1 7.11801620446533
"43469" 40 "RC1" 20 "c" "4" "बनाया_था," "RCVerb" 828 0 1 1 1 1 6.71901315438526
"43500" 40 "RC1" 17 "d" "3" "पहना_हुआ_था" "RCVerb" 2469 0 -1 1 -1 -1 7.81156848934518
"43558" 40 "RC1" 24 "c" "5" "बेचा_था," "RCVerb" 1109 0 1 1 1 1 7.01121398735037
"43576" 40 "RC1" 10 "a" "4" "मांगी_थी," "RCVerb" 1703 1 0 -1 1 -1 7.44014668066269
"43754" 40 "RC1" 22 "a" "4" "पकड़ी_थी," "RCVerb" 1188 1 0 -1 1 -1 7.08002649992259
"43856" 40 "RC1" 14 "a" "4" "खरीदी_थी," "RCVerb" 1141 1 0 -1 1 -1 7.03966034986208
"43935" 40 "RC1" 12 "c" "6" "दिखाया_था," "RCVerb" 1093 0 1 1 1 1 6.99668148817654
"43977" 40 "RC1" 4 "c" "4" "खाया_था," "RCVerb" 844 0 1 1 1 1 6.73815249459596
"44102" 40 "RC1" 16 "c" "5" "खोला_था," "RCVerb" 984 0 1 1 1 1 6.89162589705225
"44126" 40 "RC1" 19 "b" "3" "फेकीं_थीं" "RCVerb" 1250 -1 0 -1 -1 1 7.13089883029635
"44155" 40 "RC1" 7 "b" "3" "साफ_की_थी" "RCVerb" 1922 -1 0 -1 -1 1 7.56112158953024
"44205" 40 "RC1" 21 "d" "4" "उठाया_था" "RCVerb" 890 0 -1 1 -1 -1 6.79122146272619
"44224" 40 "RC1" 18 "a" "4" "खरीदी_थी," "RCVerb" 797 1 0 -1 1 -1 6.68085467879022
"44283" 40 "RC1" 11 "b" "3" "बनायी_थी" "RCVerb" 953 -1 0 -1 -1 1 6.8596149036542
"44398" 41 "RC1" 9 "a" "5" "काटी_थी," "RCVerb" 703 1 0 -1 1 -1 6.55535689181067
"44474" 41 "RC1" 21 "a" "5" "उठायीं_थीं," "RCVerb" 500 1 0 -1 1 -1 6.21460809842219
"44490" 41 "RC1" 12 "d" "5" "दिखाया_था" "RCVerb" 453 0 -1 1 -1 -1 6.11589212548303
"44595" 41 "RC1" 20 "d" "3" "बनाया_था" "RCVerb" 453 0 -1 1 -1 -1 6.11589212548303
"44611" 41 "RC1" 24 "d" "4" "बेचा_था" "RCVerb" 500 0 -1 1 -1 -1 6.21460809842219
"44640" 41 "RC1" 23 "c" "4" "उठा_लिया_था," "RCVerb" 454 0 1 1 1 1 6.11809719804135
"44668" 41 "RC1" 15 "c" "4" "खरीदा_था," "RCVerb" 469 0 1 1 1 1 6.15060276844628
"44703" 41 "RC1" 3 "c" "4" "चुना_था," "RCVerb" 515 0 1 1 1 1 6.24416690066374
"44758" 41 "RC1" 13 "a" "4" "सुलझाई_थी," "RCVerb" 422 1 0 -1 1 -1 6.04500531403601
"44803" 41 "RC1" 22 "b" "3" "पकड़ी_थी" "RCVerb" 453 -1 0 -1 -1 1 6.11589212548303
"44858" 41 "RC1" 14 "b" "3" "खरीदी_थी" "RCVerb" 437 -1 0 -1 -1 1 6.07993319509559
"44924" 41 "RC1" 1 "a" "4" "पढ़ी_थी," "RCVerb" 516 1 0 -1 1 -1 6.24610676548156
"44997" 41 "RC1" 8 "d" "3" "रखा_था" "RCVerb" 484 0 -1 1 -1 -1 6.18208490671663
"45075" 41 "RC1" 11 "c" "4" "बनाया_था," "RCVerb" 640 0 1 1 1 1 6.46146817635372
"45159" 41 "RC1" 19 "c" "4" "फेका_था," "RCVerb" 438 0 1 1 1 1 6.08221891037645
"45184" 41 "RC1" 10 "b" "3" "मांगी_थी" "RCVerb" 469 -1 0 -1 -1 1 6.15060276844628
"45206" 41 "RC1" 7 "c" "4" "साफ_किया_था," "RCVerb" 438 0 1 1 1 1 6.08221891037645
"45259" 41 "RC1" 18 "b" "3" "खरीदी_थी" "RCVerb" 813 -1 0 -1 -1 1 6.70073110954781
"45288" 41 "RC1" 5 "a" "4" "खरीदी_थी," "RCVerb" 391 1 0 -1 1 -1 5.96870755998537
"45363" 41 "RC1" 16 "d" "4" "खोला_था" "RCVerb" 375 0 -1 1 -1 -1 5.92692602597041
"45391" 41 "RC1" 4 "d" "3" "खाया_था" "RCVerb" 297 0 -1 1 -1 -1 5.6937321388027
"45487" 41 "RC1" 6 "b" "3" "गायी_थी" "RCVerb" 1047 -1 0 -1 -1 1 6.95368421087054
"45539" 41 "RC1" 17 "a" "4" "पहनी_हुई_थी," "RCVerb" 656 1 0 -1 1 -1 6.48616078894409
"45589" 41 "RC1" 2 "b" "3" "खायी_थी" "RCVerb" 406 -1 0 -1 -1 1 6.00635315960173
"45708" 42 "RC1" 8 "a" "4" "रखी_थी," "RCVerb" 1078 1 0 -1 1 -1 6.98286275146894
"45739" 42 "RC1" 3 "d" "3" "चुना_था" "RCVerb" 844 0 -1 1 -1 -1 6.73815249459596
"45797" 42 "RC1" 20 "a" "4" "बनायी_थी," "RCVerb" 406 1 0 -1 1 -1 6.00635315960173
"45847" 42 "RC1" 13 "b" "3" "सुलझाई_थी" "RCVerb" 343 -1 0 -1 -1 1 5.83773044716594
"45922" 42 "RC1" 6 "c" "4" "गाया_था," "RCVerb" 438 0 1 1 1 1 6.08221891037645
"45987" 42 "RC1" 23 "d" "3" "उठा_लिया_था" "RCVerb" 343 0 -1 1 -1 -1 5.83773044716594
"46073" 42 "RC1" 5 "b" "3" "खरीदी_थी" "RCVerb" 282 -1 0 -1 -1 1 5.64190707093811
"46120" 42 "RC1" 11 "d" "3" "बनाया_था" "RCVerb" 312 0 -1 1 -1 -1 5.74300318780948
"46179" 42 "RC1" 22 "c" "4" "पकड़ा_था," "RCVerb" 407 0 1 1 1 1 6.00881318544259
"46207" 42 "RC1" 14 "c" "4" "खरीदा_था," "RCVerb" 344 0 1 1 1 1 5.8406416573734
"46302" 42 "RC1" 7 "d" "3" "साफ_किया_था" "RCVerb" 312 0 -1 1 -1 -1 5.74300318780948
"46339" 42 "RC1" 4 "a" "4" "खायी_थी," "RCVerb" 406 1 0 -1 1 -1 6.00635315960173
"46391" 42 "RC1" 19 "d" "3" "फेका_था" "RCVerb" 328 0 -1 1 -1 -1 5.79301360838414
"46414" 42 "RC1" 16 "a" "5" "खोली_थी," "RCVerb" 375 1 0 -1 1 -1 5.92692602597041
"46490" 42 "RC1" 12 "a" "6" "दिखायी_थी," "RCVerb" 359 1 0 -1 1 -1 5.88332238848828
"46504" 42 "RC1" 17 "b" "3" "पहनी_हुई_थी" "RCVerb" 375 -1 0 -1 -1 1 5.92692602597041
"46530" 42 "RC1" 18 "c" "4" "खरीदा_था," "RCVerb" 297 0 1 1 1 1 5.6937321388027
"46566" 42 "RC1" 2 "c" "4" "खाया_था," "RCVerb" 343 0 1 1 1 1 5.83773044716594
"46609" 42 "RC1" 10 "c" "4" "मांगा_था," "RCVerb" 375 0 1 1 1 1 5.92692602597041
"46659" 42 "RC1" 21 "b" "4" "उठायीं_थीं" "RCVerb" 344 -1 0 -1 -1 1 5.8406416573734
"46676" 42 "RC1" 15 "d" "3" "खरीदा_था" "RCVerb" 296 0 -1 1 -1 -1 5.69035945432406
"46702" 42 "RC1" 24 "a" "5" "बेचीं_थीं," "RCVerb" 360 1 0 -1 1 -1 5.88610403145016
"46748" 42 "RC1" 9 "b" "4" "काटी_थी" "RCVerb" 360 -1 0 -1 -1 1 5.88610403145016
"46812" 42 "RC1" 1 "b" "3" "पढ़ी_थी" "RCVerb" 360 -1 0 -1 -1 1 5.88610403145016
"46922" 43 "RC1" 13 "c" "4" "सुलझाया_था," "RCVerb" 563 0 1 1 1 1 6.33327962813969
"46938" 43 "RC1" 24 "b" "4" "बेचीं_थीं" "RCVerb" 781 -1 0 -1 -1 1 6.66057514983969
"46973" 43 "RC1" 11 "a" "4" "बनायी_थी," "RCVerb" 687 1 0 -1 1 -1 6.53233429222235
"47075" 43 "RC1" 5 "c" "4" "खरीदा_था," "RCVerb" 625 0 1 1 1 1 6.4377516497364
"47089" 43 "RC1" 23 "a" "4" "उठा_ली_थी," "RCVerb" 531 1 0 -1 1 -1 6.27476202124194
"47198" 43 "RC1" 17 "c" "4" "पहना_हुआ_था," "RCVerb" 656 0 1 1 1 1 6.48616078894409
"47228" 43 "RC1" 12 "b" "5" "दिखायी_थी" "RCVerb" 1157 -1 0 -1 -1 1 7.05358572719368
"47254" 43 "RC1" 4 "b" "3" "खायी_थी" "RCVerb" 1203 -1 0 -1 -1 1 7.09257371597468
"47309" 43 "RC1" 19 "a" "4" "फेकीं_थीं," "RCVerb" 1828 1 0 -1 1 -1 7.5109777520141
"47484" 43 "RC1" 2 "d" "3" "खाया_था" "RCVerb" 516 0 -1 1 -1 -1 6.24610676548156
"47543" 43 "RC1" 6 "d" "3" "गाया_था" "RCVerb" 500 0 -1 1 -1 -1 6.21460809842219
"47579" 43 "RC1" 20 "b" "3" "बनायी_थी" "RCVerb" 984 -1 0 -1 -1 1 6.89162589705225
"47600" 43 "RC1" 18 "d" "3" "खरीदा_था" "RCVerb" 578 0 -1 1 -1 -1 6.35957386867238
"47632" 43 "RC1" 16 "b" "4" "खोली_थी" "RCVerb" 469 -1 0 -1 -1 1 6.15060276844628
"47699" 43 "RC1" 1 "c" "4" "पढ़ा_था," "RCVerb" 593 0 1 1 1 1 6.38519439899773
"47782" 43 "RC1" 10 "d" "3" "मांगा_था" "RCVerb" 891 0 -1 1 -1 -1 6.79234442747081
"47814" 43 "RC1" 8 "b" "3" "रखी_थी" "RCVerb" 797 -1 0 -1 -1 1 6.68085467879022
"47927" 43 "RC1" 21 "c" "5" "उठाया_था," "RCVerb" 422 0 1 1 1 1 6.04500531403601
"47944" 43 "RC1" 14 "d" "3" "खरीदा_था" "RCVerb" 734 0 -1 1 -1 -1 6.59850902861452
